chrom	start	end	region	coverage	sample
NC_045512.2	22797	23214	nCoV-2019_76	49	SAMPLE3_SE
NC_045512.2	23122	23522	nCoV-2019_77	1730	SAMPLE3_SE
NC_045512.2	23443	23847	nCoV-2019_78	293	SAMPLE3_SE
NC_045512.2	23789	24169	nCoV-2019_79	40	SAMPLE3_SE
NC_045512.2	24078	24467	nCoV-2019_80	105	SAMPLE3_SE
NC_045512.2	24391	24789	nCoV-2019_81	131	SAMPLE3_SE
NC_045512.2	24696	25076	nCoV-2019_82	281	SAMPLE3_SE
NC_045512.2	24978	25369	nCoV-2019_83	268	SAMPLE3_SE
NC_045512.2	25279	25673	nCoV-2019_84	510	SAMPLE3_SE
NC_045512.2	25601	25994	nCoV-2019_85	21	SAMPLE3_SE
NC_045512.2	25902	26315	nCoV-2019_86	237	SAMPLE3_SE
NC_045512.2	26197	26590	nCoV-2019_87	1699	SAMPLE3_SE
NC_045512.2	26520	26913	nCoV-2019_88	554	SAMPLE3_SE
NC_045512.2	26835	27227	nCoV-2019_89	1245	SAMPLE3_SE
NC_045512.2	27141	27533	nCoV-2019_90	1403	SAMPLE3_SE
NC_045512.2	27446	27854	nCoV-2019_91	28	SAMPLE3_SE
NC_045512.2	27784	28172	nCoV-2019_92	284	SAMPLE3_SE
NC_045512.2	28081	28464	nCoV-2019_93	928	SAMPLE3_SE
NC_045512.2	28394	28779	nCoV-2019_94	154	SAMPLE3_SE
NC_045512.2	28677	29063	nCoV-2019_95	416	SAMPLE3_SE
NC_045512.2	28985	29378	nCoV-2019_96	325	SAMPLE3_SE
NC_045512.2	29288	29693	nCoV-2019_97	79	SAMPLE3_SE
NC_045512.2	29486	29866	nCoV-2019_98	5	SAMPLE3_SE
NC_045512.2	30	410	nCoV-2019_1	677	SAMPLE2_PE
NC_045512.2	320	726	nCoV-2019_2	59	SAMPLE2_PE
NC_045512.2	642	1028	nCoV-2019_3	1090	SAMPLE2_PE
NC_045512.2	943	1337	nCoV-2019_4	1390	SAMPLE2_PE
NC_045512.2	1242	1651	nCoV-2019_5	173	SAMPLE2_PE
NC_045512.2	1573	1964	nCoV-2019_6	124	SAMPLE2_PE
NC_045512.2	1875	2269	nCoV-2019_7	201	SAMPLE2_PE
NC_045512.2	2181	2592	nCoV-2019_8	164	SAMPLE2_PE
NC_045512.2	2505	2904	nCoV-2019_9	112	SAMPLE2_PE
NC_045512.2	2826	3210	nCoV-2019_10	47	SAMPLE2_PE
NC_045512.2	3144	3531	nCoV-2019_11	651	SAMPLE2_PE
NC_045512.2	3460	3853	nCoV-2019_12	42	SAMPLE2_PE
NC_045512.2	3771	4164	nCoV-2019_13	1	SAMPLE2_PE
NC_045512.2	4054	4450	nCoV-2019_14	1030	SAMPLE2_PE
NC_045512.2	4294	4696	nCoV-2019_15	7	SAMPLE2_PE
NC_045512.2	4636	5017	nCoV-2019_16	390	SAMPLE2_PE
NC_045512.2	4939	5321	nCoV-2019_17	6	SAMPLE2_PE
NC_045512.2	5230	5644	nCoV-2019_18	20	SAMPLE2_PE
NC_045512.2	5563	5957	nCoV-2019_19	354	SAMPLE2_PE
NC_045512.2	5867	6272	nCoV-2019_20	53	SAMPLE2_PE
NC_045512.2	6167	6550	nCoV-2019_21	29	SAMPLE2_PE
NC_045512.2	6466	6873	nCoV-2019_22	1283	SAMPLE2_PE
NC_045512.2	6718	7117	nCoV-2019_23	104	SAMPLE2_PE
NC_045512.2	7035	7415	nCoV-2019_24	596	SAMPLE2_PE
NC_045512.2	7305	7694	nCoV-2019_25	741	SAMPLE2_PE
NC_045512.2	7626	8019	nCoV-2019_26	44	SAMPLE2_PE
NC_045512.2	7943	8341	nCoV-2019_27	396	SAMPLE2_PE
NC_045512.2	8249	8661	nCoV-2019_28	10	SAMPLE2_PE
NC_045512.2	8595	8983	nCoV-2019_29	0	SAMPLE2_PE
NC_045512.2	8888	9271	nCoV-2019_30	417	SAMPLE2_PE
NC_045512.2	9204	9585	nCoV-2019_31	153	SAMPLE2_PE
NC_045512.2	9477	9858	nCoV-2019_32	34	SAMPLE2_PE
NC_045512.2	9784	10171	nCoV-2019_33	243	SAMPLE2_PE
NC_045512.2	10076	10459	nCoV-2019_34	1062	SAMPLE2_PE
NC_045512.2	10362	10763	nCoV-2019_35	89	SAMPLE2_PE
NC_045512.2	10666	11074	nCoV-2019_36	63	SAMPLE2_PE
NC_045512.2	10999	11394	nCoV-2019_37	340	SAMPLE2_PE
NC_045512.2	11306	11693	nCoV-2019_38	22	SAMPLE2_PE
NC_045512.2	11555	11949	nCoV-2019_39	65	SAMPLE2_PE
NC_045512.2	11863	12256	nCoV-2019_40	625	SAMPLE2_PE
NC_045512.2	12110	12490	nCoV-2019_41	348	SAMPLE2_PE
NC_045512.2	12417	12802	nCoV-2019_42	139	SAMPLE2_PE
NC_045512.2	12710	13096	nCoV-2019_43	88	SAMPLE2_PE
NC_045512.2	13005	13400	nCoV-2019_44	717	SAMPLE2_PE
NC_045512.2	13319	13699	nCoV-2019_45	44	SAMPLE2_PE
NC_045512.2	13599	13984	nCoV-2019_46	607	SAMPLE2_PE
NC_045512.2	13918	14299	nCoV-2019_47	501	SAMPLE2_PE
NC_045512.2	14207	14601	nCoV-2019_48	630	SAMPLE2_PE
NC_045512.2	14545	14926	nCoV-2019_49	902	SAMPLE2_PE
NC_045512.2	14865	15246	nCoV-2019_50	909	SAMPLE2_PE
NC_045512.2	15171	15560	nCoV-2019_51	261	SAMPLE2_PE
NC_045512.2	15481	15886	nCoV-2019_52	673	SAMPLE2_PE
NC_045512.2	15827	16209	nCoV-2019_53	1215	SAMPLE2_PE
NC_045512.2	16118	16510	nCoV-2019_54	142	SAMPLE2_PE
NC_045512.2	16416	16833	nCoV-2019_55	38	SAMPLE2_PE
NC_045512.2	16748	17152	nCoV-2019_56	168	SAMPLE2_PE
NC_045512.2	17065	17452	nCoV-2019_57	157	SAMPLE2_PE
NC_045512.2	17381	17761	nCoV-2019_58	828	SAMPLE2_PE
NC_045512.2	17674	18062	nCoV-2019_59	723	SAMPLE2_PE
NC_045512.2	17966	18348	nCoV-2019_60	223	SAMPLE2_PE
NC_045512.2	18253	18672	nCoV-2019_61	365	SAMPLE2_PE
NC_045512.2	18596	18979	nCoV-2019_62	640	SAMPLE2_PE
NC_045512.2	18896	19297	nCoV-2019_63	484	SAMPLE2_PE
NC_045512.2	19204	19616	nCoV-2019_64	2	SAMPLE2_PE
NC_045512.2	19548	19939	nCoV-2019_65	27	SAMPLE2_PE
NC_045512.2	19844	20255	nCoV-2019_66	69	SAMPLE2_PE
NC_045512.2	20172	20572	nCoV-2019_67	151	SAMPLE2_PE
NC_045512.2	20472	20890	nCoV-2019_68	62	SAMPLE2_PE
NC_045512.2	20786	21169	nCoV-2019_69	296	SAMPLE2_PE
NC_045512.2	21075	21455	nCoV-2019_70	4	SAMPLE2_PE
NC_045512.2	21357	21743	nCoV-2019_71	4	SAMPLE2_PE
NC_045512.2	21658	22038	nCoV-2019_72	566	SAMPLE2_PE
NC_045512.2	21961	22346	nCoV-2019_73	346	SAMPLE2_PE
NC_045512.2	22262	22650	nCoV-2019_74	12	SAMPLE2_PE
NC_045512.2	22516	22903	nCoV-2019_75	155	SAMPLE2_PE
NC_045512.2	22797	23214	nCoV-2019_76	21	SAMPLE2_PE
NC_045512.2	23122	23522	nCoV-2019_77	2280	SAMPLE2_PE
NC_045512.2	23443	23847	nCoV-2019_78	186	SAMPLE2_PE
NC_045512.2	23789	24169	nCoV-2019_79	8	SAMPLE2_PE
NC_045512.2	24078	24467	nCoV-2019_80	39	SAMPLE2_PE
NC_045512.2	24391	24789	nCoV-2019_81	98	SAMPLE2_PE
NC_045512.2	24696	25076	nCoV-2019_82	243	SAMPLE2_PE
NC_045512.2	24978	25369	nCoV-2019_83	266	SAMPLE2_PE
NC_045512.2	25279	25673	nCoV-2019_84	537	SAMPLE2_PE
NC_045512.2	25601	25994	nCoV-2019_85	1	SAMPLE2_PE
NC_045512.2	25902	26315	nCoV-2019_86	225	SAMPLE2_PE
NC_045512.2	26197	26590	nCoV-2019_87	1340	SAMPLE2_PE
NC_045512.2	26520	26913	nCoV-2019_88	574	SAMPLE2_PE
NC_045512.2	26835	27227	nCoV-2019_89	1068	SAMPLE2_PE
NC_045512.2	27141	27533	nCoV-2019_90	1199	SAMPLE2_PE
NC_045512.2	27446	27854	nCoV-2019_91	3	SAMPLE2_PE
NC_045512.2	27784	28172	nCoV-2019_92	108	SAMPLE2_PE
NC_045512.2	28081	28464	nCoV-2019_93	1002	SAMPLE2_PE
NC_045512.2	28394	28779	nCoV-2019_94	93	SAMPLE2_PE
NC_045512.2	28677	29063	nCoV-2019_95	168	SAMPLE2_PE
NC_045512.2	28985	29378	nCoV-2019_96	135	SAMPLE2_PE
NC_045512.2	29288	29693	nCoV-2019_97	25	SAMPLE2_PE
NC_045512.2	29486	29866	nCoV-2019_98	1	SAMPLE2_PE
NC_045512.2	30	410	nCoV-2019_1	465	SAMPLE1_PE
NC_045512.2	320	726	nCoV-2019_2	188	SAMPLE1_PE
NC_045512.2	642	1028	nCoV-2019_3	1410	SAMPLE1_PE
NC_045512.2	943	1337	nCoV-2019_4	1315	SAMPLE1_PE
NC_045512.2	1242	1651	nCoV-2019_5	154	SAMPLE1_PE
NC_045512.2	1573	1964	nCoV-2019_6	140	SAMPLE1_PE
NC_045512.2	1875	2269	nCoV-2019_7	171	SAMPLE1_PE
NC_045512.2	2181	2592	nCoV-2019_8	222	SAMPLE1_PE
NC_045512.2	2505	2904	nCoV-2019_9	182	SAMPLE1_PE
NC_045512.2	2826	3210	nCoV-2019_10	213	SAMPLE1_PE
NC_045512.2	3144	3531	nCoV-2019_11	634	SAMPLE1_PE
NC_045512.2	3460	3853	nCoV-2019_12	268	SAMPLE1_PE
NC_045512.2	3771	4164	nCoV-2019_13	17	SAMPLE1_PE
NC_045512.2	4054	4450	nCoV-2019_14	1316	SAMPLE1_PE
NC_045512.2	4294	4696	nCoV-2019_15	19	SAMPLE1_PE
NC_045512.2	4636	5017	nCoV-2019_16	717	SAMPLE1_PE
NC_045512.2	4939	5321	nCoV-2019_17	29	SAMPLE1_PE
NC_045512.2	5230	5644	nCoV-2019_18	58	SAMPLE1_PE
NC_045512.2	5563	5957	nCoV-2019_19	379	SAMPLE1_PE
NC_045512.2	5867	6272	nCoV-2019_20	173	SAMPLE1_PE
NC_045512.2	6167	6550	nCoV-2019_21	70	SAMPLE1_PE
NC_045512.2	6466	6873	nCoV-2019_22	1234	SAMPLE1_PE
NC_045512.2	6718	7117	nCoV-2019_23	264	SAMPLE1_PE
NC_045512.2	7035	7415	nCoV-2019_24	399	SAMPLE1_PE
NC_045512.2	7305	7694	nCoV-2019_25	923	SAMPLE1_PE
NC_045512.2	7626	8019	nCoV-2019_26	115	SAMPLE1_PE
NC_045512.2	7943	8341	nCoV-2019_27	601	SAMPLE1_PE
NC_045512.2	8249	8661	nCoV-2019_28	58	SAMPLE1_PE
NC_045512.2	8595	8983	nCoV-2019_29	0	SAMPLE1_PE
NC_045512.2	8888	9271	nCoV-2019_30	623	SAMPLE1_PE
NC_045512.2	9204	9585	nCoV-2019_31	246	SAMPLE1_PE
NC_045512.2	9477	9858	nCoV-2019_32	120	SAMPLE1_PE
NC_045512.2	9784	10171	nCoV-2019_33	339	SAMPLE1_PE
NC_045512.2	10076	10459	nCoV-2019_34	1128	SAMPLE1_PE
NC_045512.2	10362	10763	nCoV-2019_35	137	SAMPLE1_PE
NC_045512.2	10666	11074	nCoV-2019_36	123	SAMPLE1_PE
NC_045512.2	10999	11394	nCoV-2019_37	238	SAMPLE1_PE
NC_045512.2	11306	11693	nCoV-2019_38	96	SAMPLE1_PE
NC_045512.2	11555	11949	nCoV-2019_39	194	SAMPLE1_PE
NC_045512.2	11863	12256	nCoV-2019_40	681	SAMPLE1_PE
NC_045512.2	12110	12490	nCoV-2019_41	439	SAMPLE1_PE
NC_045512.2	12417	12802	nCoV-2019_42	315	SAMPLE1_PE
NC_045512.2	12710	13096	nCoV-2019_43	202	SAMPLE1_PE
NC_045512.2	13005	13400	nCoV-2019_44	336	SAMPLE1_PE
NC_045512.2	13319	13699	nCoV-2019_45	165	SAMPLE1_PE
NC_045512.2	13599	13984	nCoV-2019_46	529	SAMPLE1_PE
NC_045512.2	13918	14299	nCoV-2019_47	857	SAMPLE1_PE
NC_045512.2	14207	14601	nCoV-2019_48	576	SAMPLE1_PE
NC_045512.2	14545	14926	nCoV-2019_49	1172	SAMPLE1_PE
NC_045512.2	14865	15246	nCoV-2019_50	1085	SAMPLE1_PE
NC_045512.2	15171	15560	nCoV-2019_51	328	SAMPLE1_PE
NC_045512.2	15481	15886	nCoV-2019_52	773	SAMPLE1_PE
NC_045512.2	15827	16209	nCoV-2019_53	1551	SAMPLE1_PE
NC_045512.2	16118	16510	nCoV-2019_54	380	SAMPLE1_PE
NC_045512.2	16416	16833	nCoV-2019_55	190	SAMPLE1_PE
NC_045512.2	16748	17152	nCoV-2019_56	382	SAMPLE1_PE
NC_045512.2	17065	17452	nCoV-2019_57	329	SAMPLE1_PE
NC_045512.2	17381	17761	nCoV-2019_58	1866	SAMPLE1_PE
NC_045512.2	17674	18062	nCoV-2019_59	912	SAMPLE1_PE
NC_045512.2	17966	18348	nCoV-2019_60	362	SAMPLE1_PE
NC_045512.2	18253	18672	nCoV-2019_61	175	SAMPLE1_PE
NC_045512.2	18596	18979	nCoV-2019_62	470	SAMPLE1_PE
NC_045512.2	18896	19297	nCoV-2019_63	325	SAMPLE1_PE
NC_045512.2	19204	19616	nCoV-2019_64	59	SAMPLE1_PE
NC_045512.2	19548	19939	nCoV-2019_65	162	SAMPLE1_PE
NC_045512.2	19844	20255	nCoV-2019_66	211	SAMPLE1_PE
NC_045512.2	20172	20572	nCoV-2019_67	591	SAMPLE1_PE
NC_045512.2	20472	20890	nCoV-2019_68	794	SAMPLE1_PE
NC_045512.2	20786	21169	nCoV-2019_69	333	SAMPLE1_PE
NC_045512.2	21075	21455	nCoV-2019_70	21	SAMPLE1_PE
NC_045512.2	21357	21743	nCoV-2019_71	47	SAMPLE1_PE
NC_045512.2	21658	22038	nCoV-2019_72	1253	SAMPLE1_PE
NC_045512.2	21961	22346	nCoV-2019_73	648	SAMPLE1_PE
NC_045512.2	22262	22650	nCoV-2019_74	55	SAMPLE1_PE
NC_045512.2	22516	22903	nCoV-2019_75	406	SAMPLE1_PE
NC_045512.2	22797	23214	nCoV-2019_76	56	SAMPLE1_PE
NC_045512.2	23122	23522	nCoV-2019_77	778	SAMPLE1_PE
NC_045512.2	23443	23847	nCoV-2019_78	318	SAMPLE1_PE
NC_045512.2	23789	24169	nCoV-2019_79	50	SAMPLE1_PE
NC_045512.2	24078	24467	nCoV-2019_80	148	SAMPLE1_PE
NC_045512.2	24391	24789	nCoV-2019_81	151	SAMPLE1_PE
NC_045512.2	24696	25076	nCoV-2019_82	264	SAMPLE1_PE
NC_045512.2	24978	25369	nCoV-2019_83	242	SAMPLE1_PE
NC_045512.2	25279	25673	nCoV-2019_84	365	SAMPLE1_PE
NC_045512.2	25601	25994	nCoV-2019_85	37	SAMPLE1_PE
NC_045512.2	25902	26315	nCoV-2019_86	223	SAMPLE1_PE
NC_045512.2	26197	26590	nCoV-2019_87	1985	SAMPLE1_PE
NC_045512.2	26520	26913	nCoV-2019_88	466	SAMPLE1_PE
NC_045512.2	26835	27227	nCoV-2019_89	1286	SAMPLE1_PE
NC_045512.2	27141	27533	nCoV-2019_90	1549	SAMPLE1_PE
NC_045512.2	27446	27854	nCoV-2019_91	40	SAMPLE1_PE
NC_045512.2	27784	28172	nCoV-2019_92	428	SAMPLE1_PE
NC_045512.2	28081	28464	nCoV-2019_93	739	SAMPLE1_PE
NC_045512.2	28394	28779	nCoV-2019_94	128	SAMPLE1_PE
NC_045512.2	28677	29063	nCoV-2019_95	577	SAMPLE1_PE
NC_045512.2	28985	29378	nCoV-2019_96	431	SAMPLE1_PE
NC_045512.2	29288	29693	nCoV-2019_97	130	SAMPLE1_PE
NC_045512.2	29486	29866	nCoV-2019_98	4	SAMPLE1_PE
