chrom	start	end	region	coverage	sample
NC_045512.2	21961	22346	nCoV-2019_73	22	SAMPLE3_SE
NC_045512.2	22262	22650	nCoV-2019_74	5	SAMPLE3_SE
NC_045512.2	22516	22903	nCoV-2019_75	29	SAMPLE3_SE
NC_045512.2	22797	23214	nCoV-2019_76	15	SAMPLE3_SE
NC_045512.2	23122	23522	nCoV-2019_77	78	SAMPLE3_SE
NC_045512.2	23443	23847	nCoV-2019_78	36	SAMPLE3_SE
NC_045512.2	23789	24169	nCoV-2019_79	9	SAMPLE3_SE
NC_045512.2	24078	24467	nCoV-2019_80	26	SAMPLE3_SE
NC_045512.2	24391	24789	nCoV-2019_81	34	SAMPLE3_SE
NC_045512.2	24696	25076	nCoV-2019_82	38	SAMPLE3_SE
NC_045512.2	24978	25369	nCoV-2019_83	38	SAMPLE3_SE
NC_045512.2	25279	25673	nCoV-2019_84	33	SAMPLE3_SE
NC_045512.2	25601	25994	nCoV-2019_85	10	SAMPLE3_SE
NC_045512.2	25902	26315	nCoV-2019_86	30	SAMPLE3_SE
NC_045512.2	26197	26590	nCoV-2019_87	50	SAMPLE3_SE
NC_045512.2	26520	26913	nCoV-2019_88	35	SAMPLE3_SE
NC_045512.2	26835	27227	nCoV-2019_89	48	SAMPLE3_SE
NC_045512.2	27141	27533	nCoV-2019_90	54	SAMPLE3_SE
NC_045512.2	27446	27854	nCoV-2019_91	13	SAMPLE3_SE
NC_045512.2	27784	28172	nCoV-2019_92	29	SAMPLE3_SE
NC_045512.2	28081	28464	nCoV-2019_93	49	SAMPLE3_SE
NC_045512.2	28394	28779	nCoV-2019_94	37	SAMPLE3_SE
NC_045512.2	28677	29063	nCoV-2019_95	39	SAMPLE3_SE
NC_045512.2	28985	29378	nCoV-2019_96	35	SAMPLE3_SE
NC_045512.2	29288	29693	nCoV-2019_97	9	SAMPLE3_SE
NC_045512.2	29486	29866	nCoV-2019_98	5	SAMPLE3_SE
